ShipmentID,VendorID,ProductID,Quantity,ShipDate,ActualDeliveryDate,ExpectedDeliveryDate,Status,ShippingMode,CarrierName,DelayReason,DeliveryCost,TrackingID
2935,276,1642,21,2025-09-02,2025-09-14,2025-09-12,Delivered,Road,Kuehne + Nagel,,81.93,1e2a6885-4341-434b-b276-9f8270df0924
2936,373,1542,22,2024-09-30,2024-10-17,2024-10-18,Delivered,Road,ArcBest,,83.85,e1c9830a-7a96-4769-915d-72e8fdd25f44
2937,199,1114,56,2025-09-30,,2025-10-10,Pending,Road,DB Schenker,,39.33,7b25bca0-c26b-4d3d-9a07-1883402b3004
2938,13,578,13,2024-09-02,2024-09-08,2024-09-08,Delivered,Road,TNT Express,,55.82,031d74ab-6430-471a-9e02-718a07648c76
2939,32,394,24,2024-02-15,2024-02-23,2024-02-22,Delivered,Sea,Ryder,,17.98,1329b421-0cab-41b0-85dc-0224df978517
2940,288,957,46,2024-06-18,2024-06-28,2024-06-26,Delivered,Road,Ryder,,44.25,a1b33db3-2f94-4fc2-8716-34ab1bfe6bf0
2941,61,1280,92,2024-10-13,2024-10-28,2024-10-29,Delivered,Air,Saia,,93.93,723323fe-4b16-4dda-8d5a-411b788913db
2942,106,1040,95,2025-09-01,2025-09-20,2025-09-19,Delivered,Air,UPS,,26.43,30ea322e-ad64-47ae-b464-c62193db15d4
2943,276,607,100,2024-01-03,2024-01-14,2024-01-13,Delivered,Sea,Amazon Logistics,,186.54,21a8bb87-d9f5-45cd-840b-f0cab1e6e481
2944,171,1215,93,2025-03-21,2025-03-30,2025-03-30,Delivered,Sea,XPO Logistics,,122.69,c8789a2d-a2af-4132-ad41-a4e627c6ffb4
2945,312,63,54,2025-04-19,2025-05-06,2025-05-06,Delivered,Air,XPO Logistics,,110.61,3ecf656c-6514-4ccb-abc2-b0e734964d3c
2946,326,1372,3,2025-07-24,2025-08-09,2025-08-08,Delivered,Air,ArcBest,,81.31,ff9a7a05-ea34-4c80-924b-f57865f5cd59
2947,72,1153,50,2024-10-13,2024-10-23,2024-10-23,Delivered,Road,UPS,,122.91,c8048322-bfb4-4d54-afb5-be5675d179b2
2948,453,1113,74,2025-09-26,2025-11-09,2025-10-24,Delayed,Road,Estes Express Lines,Logistics Issue,150.86,a88a6569-ccbc-440d-9874-d34f619b1f16
2949,26,74,54,2024-03-24,2024-03-27,2024-03-27,Delivered,Sea,Kuehne + Nagel,,118.75,aaa59b0d-b87c-48f9-b0e7-b1011a34e82e
2950,42,57,95,2024-02-02,2024-02-09,2024-02-07,Delivered,Road,C.H. Robinson,,158.38,513b6bce-d91b-42c2-b87b-393f8c2455d0
2951,430,980,73,2025-04-28,2025-05-05,2025-05-07,Delivered,Air,USPS,,44.61,8a365887-340a-492b-bbfc-1d0fc50e8ffa
2952,148,179,33,2024-04-22,2024-05-05,2024-05-06,Delivered,Sea,UPS,,181.93,1f28dd56-3869-4aa9-b087-34e72c8fc88c
2953,90,1109,18,2023-10-21,2023-10-31,2023-10-30,Delivered,Sea,TNT Express,,76.32,fac84df2-8fbd-4627-b19e-5d13be8d9f09
2954,163,797,63,2025-08-23,2025-09-10,2025-09-07,Delivered,Sea,FedEx,,67.34,848d9ad9-1ff3-447e-9484-bddec408a044
2955,188,62,56,2025-04-22,2025-05-05,2025-05-05,Delivered,Road,UPS,,16.6,472503b6-d392-4c7a-8525-c102b57b5c48
2956,453,733,61,2024-12-05,2025-01-02,2025-01-02,Delivered,Sea,ArcBest,,51.66,d1b6c573-ad31-451c-a1bd-4c06eb241fe4
2957,497,1851,95,2024-08-12,2024-09-20,2024-09-09,Delayed,Air,TNT Express,Customs,187.74,aaa4e57b-0a97-4c65-bb07-46ee7913ca3e
2958,484,1905,85,2024-02-02,2024-02-21,2024-02-23,Delivered,Air,Ryder,,32.83,a1d901ec-077c-4d7e-8c13-d408f944b921
2959,407,1328,15,2024-02-06,2024-02-16,2024-02-16,Delivered,Air,XPO Logistics,,99.41,071149ca-0156-4a2b-9247-b623c6538a43
2960,219,1922,23,2025-01-26,2025-02-10,2025-02-04,Delayed,Air,XPO Logistics,Missing Documentation,197.3,07bbc8f4-8c8a-4b1a-973b-49b0c006baee
2961,287,114,66,2024-12-01,2024-12-15,2024-12-17,Delivered,Road,Amazon Logistics,,7.47,ba3aeb3a-f47f-41ec-87d8-0adcd0073490
2962,33,406,89,2025-08-20,2025-08-26,2025-08-24,Delivered,Air,Ryder,,62.42,29d52c21-be30-4ff1-a384-f4a0ff9ae4b3
2963,92,1818,28,2024-08-09,2024-08-22,2024-08-22,Delivered,Air,ArcBest,,107.8,d7d9eccc-6a68-4ca7-9037-9619c090d5f5
2964,414,1913,80,2024-11-10,2024-11-29,2024-11-28,Delivered,Sea,Old Dominion Freight Line,,115.32,251de3f9-e639-4c58-88e2-f7ecdd0e9364
2965,130,1397,72,2024-11-03,2024-11-09,2024-11-11,Delivered,Sea,Saia,,64.17,8ad4e760-887a-430a-b388-b3b20330d959
2966,4,1517,58,2025-03-21,2025-03-24,2025-03-24,Delivered,Sea,DB Schenker,,46.06,6f4140da-398d-49a8-89b1-a7e4dd244bfb
2967,250,711,25,2024-09-10,2024-09-27,2024-09-26,Delivered,Sea,DHL,,158.77,74bcc129-1222-4874-af53-f1cfcb8b2d29
2968,472,653,12,2024-07-12,2024-08-10,2024-08-08,Delivered,Air,TNT Express,,164.09,798e82c7-458f-4e9c-938d-0b5b35f8f0e9
2969,145,934,11,2024-03-16,2024-03-31,2024-03-28,Delivered,Road,YRC Worldwide,,161.68,a7ca2879-2d7b-44b8-9d4c-bc6d3e4a292e
2970,496,1463,74,2023-12-18,2024-01-12,2024-01-14,Delivered,Air,Deutsche Post,,186.51,111cd721-a2d5-4167-8bb1-a4e9d802de53
2971,180,206,19,2025-06-10,2025-06-23,2025-06-20,Delivered,Sea,UPS,,51.22,cb3370a0-0802-403e-a416-a93586b27afd
2972,243,1787,20,2025-01-23,2025-02-01,2025-02-01,Delivered,Sea,Expeditors International,,71.49,766e61d7-caca-4f98-b136-0ccc424a98d8
2973,169,1414,39,2023-12-18,,2023-12-29,Pending,Air,Saia,,105.2,f48dfb64-063d-492e-baac-ac558a75dec7
2974,213,1588,87,2025-07-09,2025-07-23,2025-07-20,Delivered,Road,USPS,,82.23,089aa3a7-1a77-43a7-b055-63d6b5675cdc
2975,224,1032,84,2023-12-18,2024-01-02,2024-01-03,Delivered,Air,Ryder,,31.88,2ae33f8e-d525-43dc-84ff-58cfc7db3482
2976,433,480,80,2024-09-04,2024-09-13,2024-09-15,Delivered,Road,Ryder,,174.7,507a8e34-a932-4cfb-88e6-db797e814b35
2977,129,635,37,2024-04-30,2024-05-18,2024-05-17,Delivered,Sea,DHL,,173.07,86d0409c-ceea-4b2d-9a39-2316abad1368
2978,189,1334,82,2024-05-27,2024-06-09,2024-06-10,Delivered,Sea,DHL,,151.03,0a116118-7521-4ae0-a4d5-bb67ba339a52
2979,326,556,8,2024-07-05,2024-08-06,2024-07-20,Delayed,Air,TNT Express,Missing Documentation,51.63,40ef0af3-5f4c-4fe5-9593-0fb52f82edf7
2980,276,150,89,2024-04-02,2024-04-14,2024-04-12,Delivered,Road,Estes Express Lines,,28.38,4b133d17-ea1c-4fd1-bb14-6353d6c2fa58
2981,69,178,96,2025-06-20,2025-07-04,2025-07-04,Delivered,Road,Old Dominion Freight Line,,116.31,9b42ff91-7a39-4c07-bfd8-c462f2ac44d6
2982,280,456,41,2025-04-11,2025-05-12,2025-04-30,Delayed,Road,DB Schenker,Missing Documentation,85.88,664b5525-cc1b-4078-a788-b2ac77687f42
2983,177,1922,8,2023-12-18,2023-12-29,2023-12-30,Delivered,Air,DHL,,115.0,4ac055d3-a1bd-499e-ba9f-edc9512ad562
2984,168,919,94,2024-03-26,2024-04-08,2024-04-09,Delivered,Sea,Amazon Logistics,,41.98,f038b5bd-68cc-4775-af92-f6cde4b5af35
2985,184,1047,48,2024-01-03,2024-01-11,2024-01-11,Delivered,Road,DHL,,21.75,c584822e-c374-424d-abd7-ebd50cb8b89a
2986,127,629,20,2024-10-02,2024-10-13,2024-10-13,Delivered,Road,Panalpina,,58.78,8bc61623-1642-44c1-92a7-966ac32fd317
2987,12,594,12,2025-01-12,2025-01-16,2025-01-18,Delivered,Sea,Kuehne + Nagel,,197.6,d0e2d1b8-575b-4c92-811a-1eb115281768
2988,126,1477,66,2024-03-25,2024-04-07,2024-04-07,Delivered,Road,XPO Logistics,,82.79,43f80cd1-2daf-4bb4-a74c-135c1137fd21
2989,470,1219,34,2024-03-28,2024-05-09,2024-04-24,Delayed,Sea,FedEx,Logistics Issue,162.17,166bd8fb-3361-4aea-aeda-f6adafea7b43
2990,368,1254,20,2025-05-23,2025-06-01,2025-06-01,Delivered,Sea,Estes Express Lines,,78.09,0ad6dfd1-00ed-4d1f-9b4c-a69c4537e92b
2991,25,1029,9,2024-12-14,2024-12-17,2024-12-18,Delivered,Road,Saia,,187.11,28c05174-87bc-45d7-b731-48de58583b2d
2992,12,1972,81,2025-03-11,2025-03-19,2025-03-17,Delivered,Sea,FedEx,,179.65,ad178d70-bf0d-455c-847c-e2fbd9c173da
2993,50,947,65,2023-12-06,2023-12-11,2023-12-12,Delivered,Sea,DB Schenker,,59.78,ea18db31-caa4-467e-975f-ce18ea48071d
2994,316,617,96,2025-05-17,2025-05-26,2025-05-25,Delivered,Road,Amazon Logistics,,167.59,9aae2238-9eb7-4b26-b390-7e6bd4dd508f
2995,467,787,85,2024-09-08,2024-10-08,2024-10-05,Delivered,Air,Deutsche Post,,32.42,da85b2ed-3c37-46a8-b1dd-ad4a517d6de6
2996,56,208,4,2023-11-09,2023-11-29,2023-11-28,Delivered,Sea,Deutsche Post,,171.84,fe530e40-862f-4ad1-82d7-5383fe7567b7
2997,61,1788,6,2024-01-29,2024-02-14,2024-02-14,Delivered,Sea,DB Schenker,,154.0,56347250-16f0-4dff-a30c-09f2b18315ab
2998,206,1287,27,2024-06-12,2024-06-26,2024-06-24,Delivered,Sea,Deutsche Post,,171.7,a34168e1-9719-45bd-b09f-a7b7c2d50d78
2999,170,413,9,2024-08-13,2024-08-26,2024-08-26,Delivered,Air,UPS,,42.88,1fa6fc5b-06f5-43f5-b607-93e580c32879
3000,90,290,21,2023-11-22,2023-12-15,2023-12-01,Delayed,Sea,Panalpina,Customs,139.87,8a5b3040-136c-4b5a-a59c-36398e3aeae5
3001,135,1,41,2025-07-30,2025-08-08,2025-08-07,Delivered,Sea,UPS,,43.24,df810e29-0949-47d5-810f-73b3743c92eb
3002,162,1799,61,2024-07-12,2024-07-20,2024-07-22,Delivered,Sea,XPO Logistics,,123.9,27842996-9196-4a20-81f6-d658df9ed2e5
3003,32,921,75,2025-03-14,2025-03-24,2025-03-21,Delivered,Sea,Ryder,,106.37,c9848d0e-3f81-4dd6-b38e-b5840a06a3a8
3004,322,1847,48,2024-07-01,2024-07-16,2024-07-18,Delivered,Air,Old Dominion Freight Line,,21.21,fb82bb95-6496-46f7-9eba-665ba1c1ab46
3005,495,1626,41,2024-01-03,2024-02-01,2024-01-30,Delivered,Sea,USPS,,43.06,f83b1c46-a6dc-405d-afa5-59e021951a6d
3006,291,1712,89,2024-01-02,2024-01-14,2024-01-15,Delivered,Sea,Amazon Logistics,,45.94,d6107c26-4842-4624-938d-777b407e3828
3007,491,1269,63,2024-06-28,,2024-07-25,Pending,Sea,Deutsche Post,,117.4,1235b153-a1dc-4935-b18c-bb1818873f77
3008,120,1228,35,2025-08-23,2025-09-09,2025-09-10,Delivered,Sea,Expeditors International,,35.47,946e7fd0-cf61-442f-8ade-b662efd30b74
3009,194,141,1,2024-04-19,2024-04-26,2024-04-28,Delivered,Road,YRC Worldwide,,94.15,c011506b-869a-4953-a946-50f8a339e516
3010,399,787,38,2024-05-14,2024-05-29,2024-05-26,Delivered,Air,Ryder,,130.02,e1c1faff-7b30-47d5-ae4c-f8d4e255fdb1
3011,204,170,52,2025-01-02,2025-01-24,2025-01-11,Delayed,Air,Panalpina,Supplier Delay,40.29,aa92187b-e167-4fcb-bc49-429cad7d4e51
3012,374,1004,72,2023-11-01,2023-11-16,2023-11-14,Delivered,Sea,TNT Express,,118.1,7ec3a93d-b4ad-4435-90c3-93537870bb4b
3013,445,1771,28,2024-03-25,,2024-04-09,Pending,Sea,DHL,,122.38,15ff7a23-2ec8-4d69-aa95-124504a80c12
3014,377,1751,53,2024-06-18,2024-07-06,2024-07-04,Delivered,Air,Expeditors International,,67.15,1abaef83-fdad-47a5-87ac-ff99b8863ec6
3015,86,677,43,2024-02-28,2024-03-17,2024-03-16,Delivered,Sea,Estes Express Lines,,119.01,e3f7b4e0-4151-4c10-9718-12539653ac1c
3016,455,1689,46,2025-05-23,2025-06-24,2025-06-21,Delivered,Air,FedEx,,197.43,9c0e8c23-5695-4811-a782-897e78f17e0e
3017,266,312,87,2024-10-08,2024-10-23,2024-10-25,Delivered,Air,Estes Express Lines,,43.13,2914349c-669a-433f-b5f9-3c7059aeea0b
3018,184,1259,19,2023-11-20,2023-12-01,2023-11-28,Delivered,Sea,TNT Express,,129.49,509fcf82-a752-45bd-8b20-addca04970bc
3019,477,1803,92,2024-01-25,2024-02-14,2024-02-16,Delivered,Sea,Kuehne + Nagel,,17.42,1ecaf9ff-8942-49af-aed7-686f07dd7826
3020,500,1450,9,2025-06-18,2025-07-12,2025-07-09,Delivered,Air,XPO Logistics,,123.88,6b2e6945-b620-4496-88a9-c944ee14bf86
3021,48,1568,91,2024-12-05,2024-12-13,2024-12-10,Delivered,Road,Estes Express Lines,,13.89,8cd0f3ad-31db-4387-9a7c-a6996bcff934
3022,389,1330,11,2025-05-20,2025-06-20,2025-06-02,Delayed,Sea,Panalpina,Customs,146.78,e5a09e42-ad50-49ec-be77-86d2c57ca4b3
3023,267,1667,32,2025-03-12,2025-04-01,2025-03-25,Delayed,Sea,Panalpina,Missing Documentation,190.18,c8b4a70e-52d2-4ede-b998-b375496b98fe
3024,435,1780,77,2024-09-16,2024-09-27,2024-09-27,Delivered,Sea,Saia,,43.31,cafb9021-17c2-4d4c-b22c-281413d80883
3025,361,1528,20,2025-07-01,2025-07-12,2025-07-13,Delivered,Road,Amazon Logistics,,88.2,200186c9-b7a6-4dc2-8548-7ddee6d9117e
3026,402,1172,76,2025-04-01,2025-04-13,2025-04-13,Delivered,Sea,Ryder,,88.22,7535fefb-702b-463a-8fda-c3603a85cf3b
3027,20,1101,17,2025-02-15,2025-02-22,2025-02-22,Delivered,Sea,J.B. Hunt,,59.31,22b9c6da-b8c0-4e64-b84c-cee847d26098
3028,41,135,74,2025-01-29,2025-01-30,2025-02-01,Delivered,Sea,Panalpina,,52.86,317197a5-29c7-49be-8c0a-1a460cde2d7d
3029,474,268,68,2025-04-28,,2025-05-27,Pending,Sea,DHL,,152.66,f1bf379d-d498-498d-8ae1-337bfb8abd20
3030,285,1714,97,2023-12-11,,2023-12-19,Pending,Road,Panalpina,,71.33,b7a671b0-f522-4424-910b-360d37724169
3031,243,1578,3,2024-03-07,2024-03-15,2024-03-16,Delivered,Sea,Kuehne + Nagel,,127.26,99839e0f-ff07-45cc-9098-26112237a7a3
3032,458,1008,41,2024-11-02,2024-12-19,2024-12-01,Delayed,Air,Ryder,Logistics Issue,5.35,3fe233bb-64ac-4dac-bd9c-729b8ec51daa
3033,335,1500,67,2024-01-31,2024-02-14,2024-02-14,Delivered,Road,Ryder,,196.83,a7231761-e943-4835-a7a4-9b2f26242cce
3034,424,888,16,2023-12-14,2023-12-25,2023-12-26,Delivered,Road,USPS,,190.33,be1d7ea3-edc5-4184-8651-e2640cce276d
3035,369,100,74,2023-12-05,,2023-12-20,Pending,Road,Estes Express Lines,,159.06,f0e0c0c6-4757-4dd0-bb5b-f6a3d765b7e9
3036,276,1628,30,2024-04-10,2024-04-22,2024-04-20,Delivered,Sea,YRC Worldwide,,130.88,36c60cf1-d2a8-47eb-9852-4ddad4e6dc9c
3037,451,1155,41,2025-07-11,2025-08-21,2025-08-08,Delayed,Road,TNT Express,Weather,162.99,f762bb5b-c9be-4891-a971-cf7b69aa71f4
3038,365,1795,24,2024-11-21,2024-12-08,2024-12-08,Delivered,Air,C.H. Robinson,,46.15,2c647941-8b84-49ae-85a2-de53aff8471a
3039,466,885,24,2025-04-29,2025-06-03,2025-05-28,Delayed,Sea,ArcBest,Customs,94.42,14e2cfa9-aa5f-4519-a122-5d8bc2c9670d
3040,165,781,64,2024-04-05,2024-04-27,2024-04-13,Delayed,Air,XPO Logistics,Customs,186.9,3d98e117-634e-4918-897e-f9fc81ba9d9d
3041,396,1097,26,2024-05-02,2024-05-13,2024-05-11,Delivered,Sea,Panalpina,,152.42,79b8fdfa-c8b1-417e-b37f-e1fa2cd8e099
3042,226,1598,68,2023-12-06,2023-12-25,2023-12-24,Delivered,Road,XPO Logistics,,74.55,59f6e47a-281d-4c44-bd66-af49c6636be8
3043,30,1159,35,2024-05-09,2024-05-10,2024-05-12,Delivered,Road,UPS,,137.22,ae779026-62ef-4a46-85e2-8016fe1720e5
3044,292,1193,8,2025-06-11,2025-06-26,2025-06-23,Delivered,Road,Old Dominion Freight Line,,158.81,0d1ec4ea-3b24-4844-be56-c53bdacf3e1c
3045,211,55,45,2024-09-27,2024-10-10,2024-10-08,Delivered,Sea,J.B. Hunt,,54.94,e9095cb9-367d-4e31-a780-baed78a8b937
3046,490,1719,75,2023-11-19,2023-12-12,2023-12-10,Delivered,Sea,UPS,,65.6,6ef7af66-5794-4524-89a4-4e25bdd2823d
3047,209,1441,3,2024-11-20,,2024-11-30,Pending,Road,DB Schenker,,69.7,62a48e2f-63c4-4828-875c-94faf0541b11
3048,387,754,78,2023-12-10,2023-12-19,2023-12-19,Delivered,Sea,Old Dominion Freight Line,,145.69,e4a2592a-6414-461a-b34e-080f4924b61c
3049,390,290,67,2025-07-10,2025-07-28,2025-07-27,Delivered,Air,Amazon Logistics,,187.49,1c52e47b-640a-4b72-9b23-6f54e4c8f13e
3050,56,852,7,2024-04-07,2024-04-28,2024-04-26,Delivered,Air,J.B. Hunt,,37.41,6478a7ef-adfe-47c3-bb39-00df2a261d9f
3051,454,815,71,2025-05-15,2025-06-05,2025-06-04,Delivered,Air,Expeditors International,,129.78,a49e2296-a212-42c0-bb06-6d06a50b8fbf
3052,83,1174,77,2023-11-16,2023-11-29,2023-11-28,Delivered,Sea,Ryder,,105.79,be7d2de1-3035-4245-babb-bd715075110f
3053,4,326,12,2024-11-20,2024-11-21,2024-11-23,Delivered,Air,TNT Express,,60.07,386f2543-352b-45cc-822e-8e3cb8cd9b3a
3054,119,110,4,2025-03-11,2025-03-19,2025-03-19,Delivered,Sea,YRC Worldwide,,25.83,887ca0cd-9931-42ac-840e-32bc012f6305
3055,247,1312,53,2025-09-12,2025-10-03,2025-10-01,Delivered,Road,USPS,,33.41,9d7ba492-8942-4445-87b8-d46ac93376ba
3056,266,120,33,2024-02-29,2024-03-15,2024-03-17,Delivered,Road,UPS,,136.53,e9dda223-1d0c-44a8-8bbd-d55667901313
3057,45,927,68,2024-05-30,2024-06-06,2024-06-04,Delivered,Air,J.B. Hunt,,61.67,bdaec4ad-3929-4cee-8a1b-4ed44f851581
3058,49,166,87,2024-04-11,2024-04-14,2024-04-14,Delivered,Sea,Expeditors International,,78.37,e7983963-183e-44fc-8739-11918d3b44d6
3059,159,1316,22,2025-06-26,2025-07-11,2025-07-12,Delivered,Road,USPS,,160.31,8285a90e-1f80-46cf-86c5-ef8fd41188ae
3060,490,1904,73,2024-05-14,2024-06-21,2024-06-04,Delayed,Air,XPO Logistics,Missing Documentation,116.46,b104a523-f586-4744-9249-604b6636c7ff
3061,99,1501,84,2025-02-12,2025-03-14,2025-02-25,Delayed,Air,Amazon Logistics,Missing Documentation,8.72,ba9dc956-b3a8-4aa0-812b-554095d01db0
3062,150,621,85,2025-01-22,,2025-02-04,Pending,Sea,Amazon Logistics,,64.58,e0339106-0cfe-44a4-9c7e-01b3039caefe
3063,112,1024,86,2024-09-24,2024-10-06,2024-10-08,Delivered,Sea,Ryder,,159.01,7722f967-8945-4c56-a8ea-5aae2db79a38
3064,357,1427,93,2023-12-25,2024-01-24,2024-01-11,Delayed,Road,UPS,Logistics Issue,99.59,69f7ef46-fc81-49d2-9467-4a7cc60787e1
3065,56,510,78,2024-04-28,2024-05-15,2024-05-17,Delivered,Air,Expeditors International,,93.11,c3c78d6b-a7b6-4d0a-8411-cbe987eaac14
3066,276,321,49,2024-09-21,2024-10-04,2024-10-01,Delivered,Road,FedEx,,56.23,d6139b91-8801-4a9a-9b6d-f523ade2445c
3067,236,1990,90,2024-03-20,2024-03-29,2024-03-28,Delivered,Road,Expeditors International,,188.5,c555f0c4-3a2d-4564-bcb1-95d9a557fc9c
3068,428,1862,22,2025-08-26,2025-09-10,2025-09-09,Delivered,Air,ArcBest,,148.6,5bb849c6-2e6f-4f1d-8edc-40f907f71458
3069,331,697,23,2024-03-03,2024-03-17,2024-03-18,Delivered,Air,DB Schenker,,163.55,f19eaeb1-9d63-4dd4-bb28-8c0454e5c9ef
3070,341,818,60,2025-07-10,2025-07-26,2025-07-28,Delivered,Sea,Deutsche Post,,105.05,e8b43a2c-aa10-4bc2-800a-4fa050cb0643
3071,114,1502,3,2024-04-24,2024-05-07,2024-05-04,Delivered,Sea,J.B. Hunt,,191.49,e4f02664-7791-4987-b2e5-2da22c7cbd5d
3072,202,46,36,2024-10-25,2024-11-12,2024-11-13,Delivered,Sea,FedEx,,154.53,ae57fcb2-5449-4364-984a-3b91d2a90486
3073,497,1838,67,2025-08-30,2025-09-29,2025-09-27,Delivered,Air,Panalpina,,160.68,46ae7f4d-7e72-462e-8aa6-85966a92dace
3074,218,1726,1,2023-11-25,2023-12-12,2023-12-10,Delivered,Air,Amazon Logistics,,139.53,15b643c8-8531-403f-9f2b-21ab8924668c
3075,370,1387,49,2025-01-06,2025-01-23,2025-01-21,Delivered,Sea,C.H. Robinson,,52.94,f8ebfd22-4962-4ced-8e72-7dfd3ad6b78a
3076,332,103,76,2024-07-27,2024-08-06,2024-08-05,Delivered,Road,DB Schenker,,83.96,9ed19a40-16c8-48cc-8633-44d68491fe1f
3077,344,909,84,2025-09-18,2025-10-08,2025-10-07,Delivered,Road,Estes Express Lines,,112.97,eb72fb39-cf5a-4eed-8df4-0daad4bed95a
3078,226,1453,76,2024-06-04,2024-06-26,2024-06-22,Delayed,Air,Expeditors International,Customs,53.85,92930ab7-8755-4f24-b23e-9e10e92626cb
3079,453,486,66,2024-03-17,2024-04-19,2024-04-14,Delayed,Air,UPS,Missing Documentation,100.65,ce221375-ac93-4ae2-b92e-6b131939e6da
3080,146,388,56,2025-01-18,2025-01-30,2025-01-30,Delivered,Sea,Expeditors International,,177.1,0e725f69-a321-4f5a-b079-24c657afb95b
3081,307,1455,30,2025-01-04,2025-01-16,2025-01-18,Delivered,Sea,Kuehne + Nagel,,99.41,949fa57a-bc90-4942-984d-a5650355823e
3082,272,1457,94,2024-06-02,2024-06-20,2024-06-19,Delivered,Road,DB Schenker,,187.45,421a4a99-ddac-4141-9403-9d10a1c7f23f
3083,494,56,38,2024-11-13,2024-12-12,2024-12-10,Delivered,Air,ArcBest,,172.38,a9ca3342-fa53-4042-8594-b3508878f572
3084,387,183,98,2023-11-25,2023-12-02,2023-12-04,Delivered,Road,TNT Express,,123.13,33f1634c-4607-433a-9fc7-101b36493295
3085,165,746,7,2024-04-30,2024-05-08,2024-05-08,Delivered,Road,Panalpina,,97.17,bd37e3ce-be38-40a1-87f0-d8213d2867e4
3086,488,1047,46,2024-09-15,2024-10-13,2024-10-13,Delivered,Air,Deutsche Post,,8.53,408f403e-c070-4b85-bbc4-95d1147ef0ad
3087,467,1452,29,2024-05-07,2024-06-08,2024-06-03,Delayed,Air,ArcBest,Customs,121.13,a963c292-5772-4dc2-9dc8-21ba9095fd8e
3088,492,1360,71,2025-04-21,2025-05-26,2025-05-21,Delayed,Road,DB Schenker,Weather,90.55,6892140b-d5b5-46cc-a5d3-baeb36522d51
3089,62,38,100,2024-09-30,2024-10-16,2024-10-15,Delivered,Road,FedEx,,52.2,430ea5c9-9eba-4131-9a84-91ad3bca20ec
3090,336,1532,45,2025-08-17,2025-09-04,2025-09-05,Delivered,Sea,Kuehne + Nagel,,48.57,5b222840-7a62-420f-9190-fec44e2071f6
3091,260,448,54,2024-02-12,2024-02-24,2024-02-22,Delivered,Road,USPS,,132.17,e3de7843-2896-43bd-b915-23616dd34231
3092,434,1128,92,2025-05-08,2025-05-26,2025-05-27,Delivered,Air,DB Schenker,,66.09,a39102a6-c144-401d-9d0b-ce0d1ec32888
3093,90,417,52,2025-01-05,,2025-01-14,Pending,Air,YRC Worldwide,,26.71,e665215a-c373-40a9-b601-d145eaac082b
3094,128,336,55,2024-11-10,2024-11-28,2024-11-29,Delivered,Air,C.H. Robinson,,135.94,9fdfaad4-c005-4fe7-bb69-6aa3d462b346
3095,51,960,90,2025-09-17,2025-10-04,2025-10-06,Delivered,Air,DHL,,41.38,4eef96b9-02dd-47d3-a4cb-358a01d7b22e
3096,264,1189,2,2023-12-25,2024-01-11,2024-01-13,Delivered,Road,J.B. Hunt,,96.64,3fa94f65-8631-4a1a-a468-fe2f5606252c
3097,301,155,60,2025-04-07,2025-04-18,2025-04-17,Delivered,Air,USPS,,179.49,db1f49a8-99d4-42c1-ab9f-d4631cb17535
3098,396,1106,38,2023-12-11,2023-12-18,2023-12-20,Delivered,Air,USPS,,174.58,4bebd930-69bf-4584-9380-b509c8f04e62
3099,230,1190,72,2025-05-11,2025-05-19,2025-05-19,Delivered,Sea,J.B. Hunt,,95.43,2f28b148-1ffe-4328-b997-a0f46ff0c328
3100,187,1604,91,2023-11-17,2023-12-14,2023-12-01,Delayed,Sea,ArcBest,Supplier Delay,73.44,a7b4e0aa-3fa7-4b09-88a8-81d52657366b
3101,229,72,67,2025-06-07,2025-06-22,2025-06-18,Delayed,Air,DB Schenker,Supplier Delay,50.13,14a8b055-fe05-4d80-b9e8-01d5e4e7f03c
3102,482,446,67,2025-09-08,2025-10-07,2025-10-08,Delivered,Road,Saia,,18.77,d779b60f-fc53-4677-9cd6-e073b4b6d380
3103,445,409,99,2023-11-07,2023-11-26,2023-11-22,Delayed,Air,DB Schenker,Supplier Delay,115.72,968f8933-e6d2-4577-8c5b-7b9c652ee0dd
3104,132,1558,14,2024-01-18,2024-02-06,2024-02-01,Delayed,Sea,Kuehne + Nagel,Missing Documentation,192.92,23e97a56-1dc3-458e-b78d-92f950735882
3105,290,1372,95,2025-08-08,2025-08-25,2025-08-23,Delivered,Air,Ryder,,183.05,9c2aa723-a628-41f6-ae7f-863a450d8307
3106,307,1605,80,2023-10-11,2023-10-24,2023-10-25,Delivered,Air,J.B. Hunt,,73.39,ad99c58b-f7b8-4a74-a217-ca612d8e327f
3107,407,398,10,2023-11-20,2023-12-02,2023-11-30,Delivered,Air,Ryder,,87.2,c608a0e2-f027-48a8-9af6-c0aae6149638
3108,18,321,9,2025-04-29,2025-05-03,2025-05-02,Delivered,Sea,YRC Worldwide,,6.91,953a2811-0757-4b67-aaa5-98860fe219e0
3109,307,539,15,2023-11-19,2023-12-01,2023-12-03,Delivered,Air,Estes Express Lines,,65.62,f81b1dc0-5f6d-49a7-a122-4d17c5a07c7e
3110,71,1363,92,2024-02-18,2024-03-05,2024-03-04,Delivered,Air,Amazon Logistics,,164.12,db1b028c-2635-42fb-9a7a-eabbcd3f2649
3111,104,717,78,2024-12-05,2024-12-02,2024-11-30,Delivered,Road,Saia,,17.67,768fc5f3-417e-449f-b173-b8860c83762b
3112,242,428,84,2025-07-17,2025-08-08,2025-08-01,Delayed,Air,Expeditors International,Supplier Delay,171.4,76f334a8-c673-4a9c-a263-2a992b5e96d5
